id,date,place,tweet,language,hashtags,user_id,username,name,nlikes,nreplies,nretweets,geo
946626381894610946,2017-12-29 07:18:11,,@BBC100women @bbcworldservice Neo Nazi are bad but report this return to medieval ages #BBCPC  https://t.co/Djya0Ay5dN,en,['bbcpc'],29066456,jayeshji,jayeshjiजयेश जी🇮🇳🇬🇧🇹🇭🇮🇱🇺🇸🇯🇵🇫🇷,0,0,0,
946623825902481408,2017-12-29 07:08:02,,@Shubhrastha @taslimanasreen Do not forget these women  @BBC100women forget Glass ceilings  https://t.co/k0jHeadOBu,en,[],29066456,jayeshji,jayeshjiजयेश जी🇮🇳🇬🇧🇹🇭🇮🇱🇺🇸🇯🇵🇫🇷,0,0,0,
946620621018058752,2017-12-29 06:55:18,,A woman @taslimanasreen @BBC100women will not mention #BBCPC,en,['bbcpc'],29066456,jayeshji,jayeshjiजयेश जी🇮🇳🇬🇧🇹🇭🇮🇱🇺🇸🇯🇵🇫🇷,0,0,0,
946483821276475393,2017-12-28 21:51:42,,Meet Contributing Author: Danielle N Hall  #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/dukdkZ6NlH,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,1,0,0,
946483135507845120,2017-12-28 21:48:58,,Meet Contributing Author: Danielle N Hall  #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/UZ9tYWcNQL,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
946471754767192064,2017-12-28 21:03:45,,"@BBC100women @ScarlettMoffatt But her twitter profile pic looks like the one on the right, I’m hoping that it’s a filter and not surgery as @ScarlettMoffatt was perfect as she was",en,[],343980884,BearBones85,🐻,0,0,0,
946464917653041152,2017-12-28 20:36:35,,@BBC100women @MominaMustehsan Much deserving &lt;3,en,[],2599337666,ImSupunPerera,supunperera,0,0,0,
946433980328546305,2017-12-28 18:33:39,,@bbcworldservice @BBC100women I’m all for women learning MMA but fighting sexual harassment shouldn’t be the reason to learn it. The problem lies in that harassment does not lead to repercussions #strengthenlawsandsentencing,en,['strengthenlawsandsentencing'],388227484,dredre_ch,dredre,0,0,0,
946385771828776962,2017-12-28 15:22:05,,@Rocket_Woman1 @TinaDaheley @BBCNaga @BBC100women @BBCBreakfast Superb stuff,en,[],26085412,MStephens1977,Father Johnny Hellzapoppin,0,0,0,
946338543470866437,2017-12-28 12:14:25,,@topfotogmw @BBC @BBC100women no it won't,en,[],55664557,Samdesu117,Sam,0,0,0,
946331957549465603,2017-12-28 11:48:15,,"@BBC @BBC100women There shouldn’t be men’s and women’s sport, just sport where everyone competes.  This will eradicate any sexism.",en,[],22679914,topfotogmw,Martin ‘Get a grip Boris’ Williams,1,2,0,
946329006567317504,2017-12-28 11:36:31,,@BBC @BBC100women Are they going to try that in Arab countries then.,en,[],576915509,germor53,gerry m🇸🇪🇬🇧,0,0,0,
946326616938090497,2017-12-28 11:27:02,,Sexism in sport is still a global issue. The @BBC100Women Challenge gave five women one week to try to tackle it. ⚽  https://t.co/aBlvO2V9hP,en,[],19701628,BBC,BBC,34,4,14,
946235963084218369,2017-12-28 05:26:48,,"Gender Parity:Closing of many education gender gaps across world has expanded global talent pools,but persistent barriers to women’s entry &amp; progression in the labour force remain.#gendergap #genderequality #AutoCompleteTruth #LikeAGirl #100Women #HeForShe #UNWomen #GenderParity  https://t.co/zAkDhH7ykI",en,"['gendergap', 'genderequality', 'autocompletetruth', 'likeagirl', '100women', 'heforshe', 'unwomen', 'genderparity']",928990137526009856,NGJaiswal,Nand Gopal Jaiswal,2,0,3,
946144148704448513,2017-12-27 23:21:58,,This is definitely in the spirit of being a #nerdygangsta.. #100women #detroitboxinggym #givingback #nerdygangstainc   https://t.co/Hik15sj7Og,en,"['nerdygangsta', '100women', 'detroitboxinggym', 'givingback', 'nerdygangstainc']",834101013648900096,nerdygangstainc,Nerdy Gangsta Inc.,0,0,0,
946132741912965120,2017-12-27 22:36:38,,Meet Contributing Author: Crystal Myers-Lewis #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/7HioJXd4W4,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,0,0,0,
946132072900517889,2017-12-27 22:33:59,,Meet Contributing Author: Crystal Myers-Lewis #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/4xB7XMVYzn,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
946111949733007360,2017-12-27 21:14:01,,"#100Women: A city designed by women, for women  https://t.co/j06WmAPtjG via @BBC  https://t.co/zIwo7Q1Ksd",en,['100women'],199423211,maia_impact,MAIA,1,0,1,
946070651714056192,2017-12-27 18:29:55,,Great advice for the holidays - and everyday. #charity #giving #winnipeg #100women @ St. Mary's…  https://t.co/yGh3Ipx3UY,en,"['charity', 'giving', 'winnipeg', '100women']",3059106433,100womenywg,100 WomenWhoCareWpg,3,0,2,
946031954511609857,2017-12-27 15:56:09,,@CatalinaGu @BBC100women @RoblesSusanaro @marta_cruz @July_ossa @Atortajada @garavito_jc Total! Puede ser una iniciativa para WeXchange.,es,[],213132462,federicoantoni,Federico Antoni,1,0,0,
945864769231233024,2017-12-27 04:51:48,,"Why do women stil earn a lot less than men?Women outnumber men in lower-tier jobs, men predominate in senior positions i.e. women cluster in occupations that pay lower salaries #gendergap  #genderequality #AutoCompleteTruth  #LikeAGirl #100Women #HeForShe #UNWome @unwomenindia  https://t.co/mGbcwDNK9v",en,"['gendergap', 'genderequality', 'autocompletetruth', 'likeagirl', '100women', 'heforshe', 'unwome']",928990137526009856,NGJaiswal,Nand Gopal Jaiswal,2,0,1,
945737790700040192,2017-12-26 20:27:14,,Meet Contributing Author: Claudia Provost #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/SWqkU7M1xe,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,1,0,1,
945737005673123841,2017-12-26 20:24:07,,Meet Contributing Author: Claudia Provost #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/Y0iHqp6Ono,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
945700368696127488,2017-12-26 17:58:32,,"Smart women are beautiful, smart women are sexy. Watching #100Women INSPIRING 🤗",en,['100women'],757027362,Amina_Hamoud,Amina Hamoud🇲🇷🇲🇦🇸🇳🇬🇧,2,0,1,
945699301434511361,2017-12-26 17:54:18,,"#BBCNews @BBC100women #MeToo   Surely if you need an #app to deal with the workplace / meetings, you are not really suited to this environment in the first place.  Sexism is real Yes. Women are equals Yes. But this is kinda creepy.",en,"['bbcnews', 'metoo', 'app']",228020886,KRTpro_World,KRTpro World,0,0,0,
945695510907809792,2017-12-26 17:39:14,,Our @BBC100women doc on #breakingtheglassceiling is on now @BBCNews #BoxingDay2017  https://t.co/uzq5dgGAwk,en,"['breakingtheglassceiling', 'boxingday2017']",624579080,BBCNuala,Nuala McGovern,13,0,4,
945693945861984256,2017-12-26 17:33:01,,"Go girls! Girls at a school in Rio de Janeiro share ""We invaded the football pitch to win the right to play""  https://t.co/vt85v2daRy via @BBC #100Women  https://t.co/MGpuZAkZJh",en,['100women'],199423211,maia_impact,MAIA,0,0,0,
945682438688268288,2017-12-26 16:47:17,,#100Women Can women change the world in a week? (@BBC100women) me parece muy interesante y replicable para LatAm.  https://t.co/4cj8QNbGsV  @RoblesSusanaro @marta_cruz @July_ossa @Atortajada @federicoantoni @garavito_jc lo han visto? Muy recomendado!,es,['100women'],140457618,CatalinaGu,Catalina Gutiérrez,10,1,4,
945659265557188608,2017-12-26 15:15:13,,@dave204 @BBC100women The sad thing is she's a driving instructor.,en,[],183960617,crankyoldbag,Joanne Brigden TLMN,1,0,0,
945636602478460928,2017-12-26 13:45:09,,One of our most popular blogs this year: meet the amazing women who made modern #VaccinesWork 💪 🔬  ➡️  https://t.co/z13MqpOENk  #equality #gender #100women  https://t.co/6HF2LExljO,en,"['vaccineswork', 'equality', 'gender', '100women']",97219875,gavi,"Gavi, the Vaccine Alliance",73,2,53,
945625276591099905,2017-12-26 13:00:09,,Half of the UK cannot name a famous female scientist. Here's 10 female scientists you should know about  https://t.co/Seg1vJfTde @BBC100women  https://t.co/riA6Ctntm5,en,[],2304756668,s2ds,S2DS,0,0,1,
945598672103985152,2017-12-26 11:14:26,,When a woman tries to park a car in Hull.. cc @BBC100women @crankyoldbag  https://t.co/mu2ZZovg9D,en,[],7310842,dave204,David Fergus,1,1,0,
945548548719996928,2017-12-26 07:55:16,,@Usaidkh70059572 @MominaMustehsan @fifiharoon @BBC100women Acute angle?,ro,[],945540760966922240,karwapakor,The Disloyal Loyalist,0,0,0,
945467354649112576,2017-12-26 02:32:37,,Meet Contributing Author: Cinnamon Johnson #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/K9NBI6vD2z,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,0,0,0,
945466488680599552,2017-12-26 02:29:11,,Meet Contributing Author: Cinnamon Johnson #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/Hte6AWeVf8,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
945437007907557376,2017-12-26 00:32:02,,The Daily Dose of Empowerment is out!  https://t.co/bmjJCl1tHQ #bbc100women,en,['bbc100women'],717900180,RedPointTailor,Red Point Tailor,0,0,0,
945089069327020032,2017-12-25 01:29:27,,"@Nityanjali @BBC100women @Simone_Biles @HoustonTexans I guess when you're young, rich, good looking n have an enormous penis you can do whatever you want. You get away with being a horrible human being. Karma will pay you a visit, Pramod Pinnamaneni",en,[],945011278434717696,CheatsPramod,Pramod Cheats,1,0,1,
945088991921090560,2017-12-25 01:29:09,,"@Nityanjali @BBC100women @Simone_Biles @HoustonTexans Are you aware your husband sleeps around? He's been with strippers, escorts, one night stands with random girls from dating apps, bars, he's been with other people's girlfriends and wives. Hard to believe? It's true. Get yourself tested. @nityanjali @thummalachetty",en,[],945011278434717696,CheatsPramod,Pramod Cheats,1,0,1,
945079098451333122,2017-12-25 00:49:50,,Meet Contributing Author: Cindy Williams #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/rpdinQjCMv,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
945012590148751363,2017-12-24 20:25:33,,"@BBC100women I guess when you're young, rich, good looking n have an enormous penis you can do whatever you want. You get away with being a horrible human being. Karma will pay you a visit, Pramod Pinnamaneni @Nityanjali",en,[],945011278434717696,CheatsPramod,Pramod Cheats,1,0,1,
945012446531551233,2017-12-24 20:24:59,,"@BBC100women Are you aware your husband sleeps around? He's been with strippers, escorts, one night stands, with random girls from dating apps, bars, he's been with other people's girlfriends and wives. Hard to believe? It's true. Get yourself tested. @nityanjali @thummalachetty",en,[],945011278434717696,CheatsPramod,Pramod Cheats,1,0,1,
944706255372898304,2017-12-24 00:08:17,,Meet Contributing Author: Christy Johnson #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/XlU3dQMhVa,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,0,0,0,
944704823273967616,2017-12-24 00:02:36,,Meet Contributing Author: Christy Johnson  #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/I9Xo5Ffg1e,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
944704677513441280,2017-12-24 00:02:01,,Meet Contributing Author: Christy Johnson #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/UQnAcXi1v4,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
944665059955003392,2017-12-23 21:24:35,,"@BBC100women @ScarlettMoffatt Have to admit, haven't seen you in anything (barely watch live TV nowadays), but I MASSIVELY prefer your photo on the left. Don't get me started on ""filter"" photos, either, why are people so determined to hide what their eyes really look like? Eyes are so important to attraction!",en,[],71040017,YenRugAP,Adam Gurney,0,0,0,
944661439473532928,2017-12-23 21:10:12,,@sambad_odisha @BBC100women 42 articles related to women achievers of Odisha were created as a part of the editathon and we’re eagerly waiting for the next edition ✌️,en,[],244822624,Saileshpat,ଶୈଳେଶ Sailesh,0,0,0,
944661193251209216,2017-12-23 21:09:14,,"DYK, @sambad_odisha is the first media house in India to localise @BBC100women editathon in India! #Odisha4Openness",en,['odisha4openness'],244822624,Saileshpat,ଶୈଳେଶ Sailesh,0,1,0,
944570549296095232,2017-12-23 15:09:02,,@BBC100women What’s wrong with it?   That’s what my rest wise men look like.,en,[],89302725,Melaurgrr888888,Mel,0,0,0,
944537850892210176,2017-12-23 12:59:06,,"@BBC100women yeah - very strong women indeed... you can't even find one other person on the planet that is willing to spend time with you, so you have to marry yourself... - call me ""old"" but if that is what women want today I think they missed the point of having a life...",en,[],922553081493098499,realMisterQ,Mister Q   🌀,0,0,0,
944515438767235072,2017-12-23 11:30:03,,"@yemiogundein @iamtylerdevlin @JoeBudden @BergenCountySo @bergencountynj @NewJerseyAG @NJStateBar @njcourts @Oprah @TheRevAl America has many flaws! For instance someone can walk away with rent leaving your home damaged and you'll need a lot of money to find the person, sue the person and wait endlessly for justice especially if you are NOT rich or influential @CNN @cnni @CNNAfrica @BBC100women @wfm917",en,[],33271451,AnneMuyiwa,Dr. Anne 'Muyiwa #JusticeforWidows,1,0,1,
944329785177788418,2017-12-22 23:12:20,,Meet Contributing Author: Christine Richardson #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/nO8e974VlQ,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,0,0,0,
944329472525905922,2017-12-22 23:11:05,,Meet Contributing Author: Christine Richardson #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/i5aRj3wagh,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
944276200524001280,2017-12-22 19:39:24,,@JenniferPreston @ZainabSalbi @KatieS @Elizabethforma @SSNWomen @BBC100Women @BBCBreakingNews @unwomenNG @NationalNOW @womeninadvocacy @GlobalFundWomen @WomenThrive @BergenCountySo @bergencountynj @NewJerseyAG @NJStateBar @njcourts @Oprah @TheRevAl Where is the #justice to all?,en,['justice'],33271451,AnneMuyiwa,Dr. Anne 'Muyiwa #JusticeforWidows,1,0,2,
944241703883497474,2017-12-22 17:22:20,,"@BBC100women 4 amazing🇬🇧teachers recognised in the Top50 of this year’s @TeacherPrize @Bex_Cramer, Tuesday Humbay, @_ESP_2012 &amp; @Andriazaf👏🏾",en,[],449467520,_ESP_2012,Cllr Eartha Pond #Baller⚽️,2,0,0,
944209640849657856,2017-12-22 15:14:55,,@_Emma_Dixon @mashable @ruchowdh @nsmargolis @BBC100women @BBCNuala Happy Holidays . Allyship is important.,en,[],3049235320,apetkana,Petkana Andromachi,2,0,0,
944207143720321024,2017-12-22 15:05:00,,@BBC100women  https://t.co/iBYYWEeui9,und,[],30278421,LouiseJohn,Mrs John,0,0,0,
944160818727473152,2017-12-22 12:00:55,,Did you know about these female inventors?  #WomenInStem #STEM #100Women via @BBC100women  https://t.co/udZ1CY2AeY  https://t.co/Yk72jtt9gV,en,"['womeninstem', 'stem', '100women']",3349152957,SATS_Companion,SATs Companion,0,0,2,
944147563804004353,2017-12-22 11:08:15,,"Some inspiring stories, proves it's never too late to get into sport #100women  https://t.co/2RkeGHrHC2",en,['100women'],55178284,HumanKineticsEU,Human Kinetics Europe,4,0,3,
944133963773292545,2017-12-22 10:14:12,,#MarilynLoden on @BBC100women discussing 'Why I invented the #glassceiling phrase'  https://t.co/ITL0WUzDZT #equality #diversity #equity #genderparity #discrimination #whyweneedfeminism,en,"['marilynloden', 'glassceiling', 'equality', 'diversity', 'equity', 'genderparity', 'discrimination', 'whyweneedfeminism']",1278208004,UofEAthenaSwan,EdMed Athena SWAN,0,0,4,
943973332730499078,2017-12-21 23:35:55,,Meet Contributing Author: Christina Smith #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/HngqM6aDnx,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,0,0,0,
943972669682323457,2017-12-21 23:33:17,,Meet Contributing Author: Christina Smith #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/hQXyeccy2X,en,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
943951460152283137,2017-12-21 22:09:00,,#100women #teamplay  https://t.co/oPbAuO7JBd,und,"['100women', 'teamplay']",930709992713408512,Ravenm0nkey,The_r_a_v_e_n,0,0,1,
943951413515755520,2017-12-21 22:08:49,,@hypatia58 @BBBCSport Same on tonight's @BBCSouthNews Sports review of the year not a single woman.  I await part 2 with bated breath!  Complete hypocrisy with #100women campaign - just lip service. 😡😡😡😡😡,en,['100women'],38699127,ObeseManRowing,ObeseManRowing - TokyRow,1,0,0,
943897377253011456,2017-12-21 18:34:06,,"As part of the BBC #100Women challenge, this is an interesting piece via @ BBC News about how the ""confidence gap"" holds women back at work  https://t.co/JN346yLAqA @BBC100women  https://t.co/x0XcpCm4wZ",en,['100women'],2829567256,theAPAI,APAI,5,0,2,
943797895224053761,2017-12-21 11:58:47,,An app to work out who's doing the talking &amp; how much in meetings. Loving this @Mashable article on an idea @ruchowdh &amp; @nsmargolis came up with for @BBC100Women:  https://t.co/TmaGtaI8cI @BBCNuala,en,[],68742579,_Emma_Dixon,Emma Dixon,9,1,2,
943681671940808704,2017-12-21 04:16:58,,"@BBC100women @PadManTheFilm @akshaykumar @sonamakapoor @radhika_apte  When this issue is global, we should all #RiseUp #BringTheChange",en,"['riseup', 'bringthechange']",2916791653,LiveC_Connect,Live Connections,0,0,0,
943644013172686848,2017-12-21 01:47:19,,"@BBC100women The irony,  the BBC heavily supporting the Tories that have pushed so many to the limit of humanity.",en,[],1018494822,Herebus_,Herebus 💧,1,0,0,
943618478120079360,2017-12-21 00:05:51,,@BBC100women why do you hate men so much?,en,[],3320843199,iceburger5,Jamie,0,0,0,
943605373927329792,2017-12-20 23:13:47,,The phrase ‘glass ceiling’ is 40 years old this year. How many cracks do we think we’ve managed to put in it since 1977? Great article #100women @BBCNews 100 Women: 'Why I invented the glass ceiling phrase' https://t.co/QnWC1Vdc5v,en,['100women'],587521220,SarahMuseums,Sarah Hartshorne,3,0,3,
943487589612511232,2017-12-20 15:25:45,,"@BBC100women Supporting women by supplying them with menstruation cups would be a great thing too, it saves resources and they are reusable!",en,[],925329693859110912,1woman_standsup,1woman_standsup,2,0,0,
943458192796897280,2017-12-20 13:28:56,,"@BBC100women You must be a really poor country for #women! In Germany 64 Tampons from a Brand-Company cost 4,15* gbp. If you are okay with any Brand the price drops again to 2,25* (or 0.035c*/Tampon)  [* All prices are from Amazon &amp; include 19% Sales-Tax - calculated EUR-&gt;GBP by Google]",en,['women'],922553081493098499,realMisterQ,Mister Q   🌀,0,0,0,
943402563189211136,2017-12-20 09:47:53,,@BBC100women @MominaMustehsan Nice yar,en,[],899205192863887360,saedi_rariq,m rafique saeedi,0,0,0,
943245022404730886,2017-12-19 23:21:52,,@HistoryWO @Womans_Place_UK @womensmarchlon @GuiltFemPod @SistersUncut @UN_Women @maryonthegreen @BBC100women @fawcettsociety Dian Fossey,ht,[],1116458226,Pennyroyaldash,Pennyroyal,1,0,0,
943227439211335680,2017-12-19 22:12:00,,Personal branding . . . #personalbranding  #shootprintlovelaurie  #100women  #greatsmile…  https://t.co/lowWEDkIbq,en,"['personalbranding', 'shootprintlovelaurie', '100women', 'greatsmile']",2179205754,lauriemacbrown,Laurie Brown,0,0,0,
943216537648943104,2017-12-19 21:28:41,,Meet Contributing Author: Carmen R. Almeida #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/h5jr6QktJX,ca,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",813785237926924289,100WomenStories,100Women100Stories,0,0,0,
943215592106086400,2017-12-19 21:24:55,,Meet Contributing Author: Carmen R. Almeida #shewouldntletmefall #faith #forgiveness #friendship #100women...  https://t.co/kpVCGD5uHs,ca,"['shewouldntletmefall', 'faith', 'forgiveness', 'friendship', '100women']",21248871,emiajllc,Emiaj Enterprises,0,0,0,
943187454303010817,2017-12-19 19:33:07,,@BBC100women 9th: It will be the continuation of the Female Ghostbuster...,en,[],922553081493098499,realMisterQ,Mister Q   🌀,0,0,0,
943133840847003648,2017-12-19 16:00:04,,'Cheerleading is not just for women'  https://t.co/JmvESgpaDO @BBCNews @BBC100women,en,[],73358447,CASCAID,CASCAID,0,0,0,
943123497055813632,2017-12-19 15:18:58,,"@HistoryWO @womensmarchlon @GuiltFemPod @SistersUncut @UN_Women @maryonthegreen @BBC100women @fawcettsociety Elizabeth Garrett Anderson - first woman to qualify as a doctor in UK, first woman mayor in England and founder of a hospital for women and children - among other achievements.",en,[],2835171477,ChrisBaines1107,Christine Baines,3,0,1,
943100700657152001,2017-12-19 13:48:23,,@HistoryWO @womensmarchlon @GuiltFemPod @SistersUncut @UN_Women @maryonthegreen @BBC100women @fawcettsociety Margaret Jane King Lady Mountcashell  https://t.co/DPymWYrwWH,en,[],191329803,MatteoGiunti,Matteo Giunti 🔎,0,0,0,
943076814334853120,2017-12-19 12:13:28,,"@BBC100women @ScarlettMoffatt And in one fell swoop you become one of this old man’s heros. Well done @ScarlettMoffatt. I’ve watched in horror as social media has normalised fakeness, making young people unsure and unhappy. Well done on this strike for truth and reality!",en,[],4656156437,adwintle,"Lt Col A D Wintle,MC",0,0,0,
943064484226256898,2017-12-19 11:24:28,,@HistoryWO @womensmarchlon @GuiltFemPod @SistersUncut @UN_Women @maryonthegreen @BBC100women @fawcettsociety Mary Wollstonecraft has a grave monument in Old St Pancras Churchyard. I have been to pay my respects and thank her. Her passing is not unremarked.,en,[],153364037,jenniwaugh,Jenni Waugh,1,1,0,
943051956506984448,2017-12-19 10:34:42,,"@HistoryWO @womensmarchlon @GuiltFemPod @SistersUncut @UN_Women @maryonthegreen @BBC100women @fawcettsociety All the Matchwomen strikers, the Suffragettes, Mary Seacole, the Ford Dagenham strikers, Elizabeth Blackwell, Margo McDonald, @Joolzfleets",en,[],115944954,Janerthered,Patricia Jane Mowat ⚢💙,3,0,1,
943046538758148096,2017-12-19 10:13:10,,"@HistoryWO @Womans_Place_UK @womensmarchlon @GuiltFemPod @SistersUncut @UN_Women @maryonthegreen @BBC100women @fawcettsociety Not sure what you mean by memoralised?? Women today are having a very hard time and need inspiration - maybe organising history talks about women in places where they go ie libraries, shopping centres etc.........",en,[],500692541,lippysocialist,Bernadette Hyland,0,0,1,
943040737758924800,2017-12-19 09:50:07,,"Ageless Swimming Champion. Nora Ronai, 93, became a professional swimmer in her 60s, and has broken two world records. Watch her story:  https://t.co/9VtY5RcjrD #100women #ActiveAgeing  https://t.co/3VSFhVXgwq",en,"['100women', 'activeageing']",2384632860,HelpAgeAPRO,HelpAge Asia Pacific,2,0,0,
