,id,name,age,username_twitter,hashtag,job,description,image,category,country,year,gdp,gdp_pro_capita,labour_percentage,gender_gap,percentuale_ministre,percentuale_parlamentari,hdi
104,WfV,Manal AlDowayan,46.0,@ManalAlDowayan,#UN_Women @BBC100women #ManalAldowayan,Artist,"Contemporary artist Manal AlDowayan's work explores invisibility, archives, memory and the representation of women in her country. From black and white photographs of Saudi Arabia's female workforce, to a frozen flock of birds imprinted with the permission slip Saudi women require to travel. ",https://c.files.bbci.co.uk/1832A/production/_109141199_manal_aldowayan_300.jpg,creativity,Saudi Arabia,2019,"792,967",23266.486,"28,17961516","0,599",,25,"0,854"
105,bHT,Kimia Alizadeh,21.0,@ki_alizadeh,#KimiaAlizadeh #Olympics #Iran #Tokyo2020,Athlete,"In 2016, Kimia became the first Iranian woman to win a medal at the Olympics since the country began competing in 1948. As a taekwondo athlete, Kimia is credited with ""emboldening Iranian girls and women to push the boundaries of personal freedom"" by the UK's Financial Times newspaper.",https://c.files.bbci.co.uk/175C4/production/_109148659_kimia_alizadeh_300.jpg,sport,Iran (Islamic Republic of),2019,"583,698",7009.762,"24,30977363","0,584",,50,"0,783"
106,3BP,Alanoud Alsharekh,,@AAlsharekh,#AlAnoudAlSharekh #BBC100Women #100Women,Women's rights activist,"Dr Alanoud Alsharekh is a founding member of the Abolish 153 campaign, calling for Kuwait's ""honour-killing"" law to be scrapped.",https://c.files.bbci.co.uk/5908/production/_109129722_alanoud_alsharekh.jpg,leadership,Kuwait,2019,"135,387",28499.788,"56,80702994","0,65",,50,"0,806"
107,txT,Marwa Al-Sabouni,38.0,@marwa_alsabouni,@FestivalofIdeas @bbcworldservice,Architect,"When war broke out in architect Marwa Al-Sabouni's home city of Homs, Syria, she refused to leave.",https://c.files.bbci.co.uk/0AE8/production/_109129720_marwa_al_sabouni_300.jpg,creativity,Syrian Arab Republic,2019,,,"19,78760638","0,567",,50,"0,567"
108,36Q,Rida Al Tubuly,57.0,@RidaAltubuly,#WomenMediators,Peace campaigner,"Rida Al Tubuly is one of many women pushing for gender equality - but she's doing it from a warzone. Her organisation, Together We Build It, pushes for women's involvement in solving Libya's conflict.",https://c.files.bbci.co.uk/00D6/production/_109141200_rida_altubuly_300.jpg,identity,Libya,2019,"39,832",6055.464,"52,10663409",,,25,"0,724"
109,NwA,Tabata Amaral,26.0,@tabataamaralsp,,Congresswoman,"Tabata Amaral, one of Brazil's youngest congresswomen, came to national attention this year when a video of her grilling the country's education minister went viral. ",https://c.files.bbci.co.uk/9956/production/_109145293_tabata_amaral_300.jpg,leadership,Brazil,2019,"1839,077",8751.381,"74,09549601","0,691",,25,"0,765"
110,3Ft,Yalitza Aparicio,26.0,@YalitzaAparicio,,Actress/Human rights activist,"Yalitza Aparicio trained as a primary school teacher, but ended up being cast as the lead in Alfonso Cuarón's Oscar-winning film Roma after accompanying her sister to the audition.",https://c.files.bbci.co.uk/B72D/production/_109139864_yalitza_aparicio_300.jpg,creativity,Mexico,2019,"1258,206",9862.44,"58,07109577","0,754","42,1",25,"0,779"
111,5oH,Dayna Ash,,,#lebanesewomen @BBCWorld @BBCArabic,Cultural activist,"Born in Lebanon but raised in the US, poet Dayna Ash was shocked when she was advised to hide her sexuality on her return to Beirut at 16.",https://c.files.bbci.co.uk/27E6/production/_109141201_dayna_ash_300.jpg,creativity,Lebanon,2019,"52,522",7661.073,"32,0304922","0,599",,50,"0,744"
112,SvJ,Dina Asher-Smith,24.0,@dinaashersmith,#runningnetwork,Athlete,Dina is the fastest woman in British history and the first British woman to win a major global sprint title.,https://c.files.bbci.co.uk/1047C/production/_109148666_dina_asher_smith_300.jpg,sport,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
113,33m,MiMi Aung,51.0,,#WomenInSTEM @NASAPersevere,Project manager NASA,"NASA's MiMi Aung is responsible for a team designing a helicopter to fly on Mars. After travelling alone from Myanmar to the US to further her education at 16, MiMi is now project manager at the NASA Jet Propulsion Laboratory (JPL), California Institute of Technology.",https://c.files.bbci.co.uk/8018/production/_109129723_mimi_aung_300.jpg,knowledge,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
114,3ZL,Nisha Ayub,40.0,@NishaAyub1,#BBC @SEEDMalaysia #100Women #LGBT,Transgender activist,"At 21, trans woman Nisha Ayub was sentenced to three months in a male prison under a provision of Sharia law which prohibits ""a male person wearing women's attire or posing as a woman in a public space.” ",https://c.files.bbci.co.uk/A728/production/_109129724_nisha_ayub_300.jpg,identity,Malaysia,2019,"364,684",11193.016,"66,3092616","0,677",,50,"0,81"
115,s2Y,Judith Bakirya,50.0,,#Uganda #BBC100women #BBC100women,Farmer,"Raised on a farm in Uganda, Judith Bakirya became the first of her peers to win a scholarship to a prestigious girls' boarding school, going on to obtain a masters in the UK and a job in the City.",https://c.files.bbci.co.uk/CE38/production/_109129725_judith_bakirya_300.jpg,earth,Uganda,2019,"36,484",916.156,"91,21014283","0,717",,25,"0,544"
116,3Hw,Ayah Bdeir,37.0,@ayahbdeir,@littleBits ,Entrepreneur,"Branded as 21st Century building blocks, Ayah Bdeir's littleBits company makes kits of electronic blocks that snap together with magnets, allowing anyone to ""build, prototype, and invent"".",https://c.files.bbci.co.uk/F548/production/_109129726_aya_bdeir_300.jpg,creativity,Lebanon,2019,"52,522",7661.073,"32,0304922","0,599",,50,"0,744"
117,ZA2,Dhammananda Bhikkhuni,75.0,,#asianheritagemonth #inspirationalasian #InfluencialWomen #Buddhism #Feminism #ThaiFemaleMonk #Buddhism #Thailand,Monk,"Buddhism is Thailand's most common religion, with some 300,000 Buddhist monks. But female monks - known as bhikkhunis - aren't recognised, and are banned from being ordained on Thai soil.",https://c.files.bbci.co.uk/1A1C/production/_109148660_dhammananda_bhikkhuni_300.jpg,leadership,Thailand,2019,"543,564",7806.961,"78,07436724","0,708",,25,"0,777"
118,bKp,Mabel Bianco,78.0,@mabelbianco,#Women20,Doctor,"Feminist medical doctor Mabel Bianco has spent four decades putting women's health, reproductive rights, abortion, and HIV/AIDS on the public policy agenda in Argentina.",https://c.files.bbci.co.uk/4EF6/production/_109141202_mabel_bianco_300.jpg,leadership,Argentina,2019,"444,458",9890.314,"70,6092708","0,746",,0,"0,845"
119,34j,Raya Bidshahri,,@raya_bid,#100Women #BBC100Women @BBCWorld @BBC100women,Educator,"Raya is founder and CEO of the award-winning Awecademy, an organisation with a mission to use education to improve the world.",https://c.files.bbci.co.uk/14368/production/_109129728_raya_bidshahri_300.jpg,knowledge,Iran (Islamic Republic of),2019,"583,698",7009.762,"24,30977363","0,584",,50,"0,783"
120,Dnt,Katie Bouman,30.0,,#BlackHolePicture #OpenScience #WomenInSTEM,Scientist,Katie was a key leader on the team that developed algorithms and techniques to recover the first-ever image of a black hole.,https://c.files.bbci.co.uk/17389/production/_109131159_katie_bouman_300.jpg,knowledge,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
121,Wha,Sinéad Burke,29.0,@TheSineadBurke,#sineadburke #IWD2021,Disability activist,"After recounting not being able to reach the locks on toilet doors in a candid speech in 2017, Sinéad Burke quickly became one of the world's most influential disability activists. Calling for all design to be more accessible, she has challenged some of the biggest names in the fashion industry - including Anna Wintour - to make clothing more inclusive.",https://c.files.bbci.co.uk/683C/production/_109148662_sinead_burke_300.jpg,identity,Ireland,2019,"398,469",80504.404,"81,80497444","0,798","26,7",0,"0,955"
122,EQa,Lisa Campo-Engelstein,,@CampoEngelstein,#100women @BBC100women #bioethics #contraception ,Bioethicist,"Author of Contraceptive Justice: Why We Need a Male Pill, bioethicist Lisa Campo-Engelstein's work aims to improve women's lives through finding new methods of contraception.",https://c.files.bbci.co.uk/17E1/production/_109131160_lisa_campo_engelstein_300.jpg,knowledge,United States of America (the),2019,"21433,225",65253.518,"82,75258981","0,724","21,7",50,"0,926"
123,36x,Scarlett Curtis,24.0,@scarcurtis,,Writer/Campaigner,"Scarlett is co-founder of The Pink Protest, an online community of activists who supported the successful #FreePeriods campaign to get free menstrual products in schools in England.",https://c.files.bbci.co.uk/3EF1/production/_109131161_scarlett_curtis_300.jpg,creativity,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
124,vqY,Ella Daish,,@ella_daish,#EndPeriodPlastic #PlasticChallenge #EcoPeriodBox,Environmentalist,"Delivering post in rural Wales, Ella was shocked by the amount of discarded plastic on the streets.",https://c.files.bbci.co.uk/6601/production/_109131162_ella_daish_300.jpg,earth,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
125,unp,Sharan Dhaliwal,,@sharandhaliwal_,,Artist and writer,"British-Indian Sharan is founder and editor-in-chief of Burnt Roti magazine, focusing on mental and sexual health for young South Asians, and LGBTQ rights. Aided by crowdfunding, she published her first print issue in April 2016 and has since launched an online version.",https://c.files.bbci.co.uk/8D11/production/_109131163_sharan_dhaliwal_300.jpg,identity,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
126,39Q,Salwa Eid Naser,21.0,,#Athletics #worldathletics #400m,Athlete,Salwa Eid Naser stunned the field in the 400m final in Doha this year by running faster than any woman has done for more than three decades.,https://c.files.bbci.co.uk/8F4C/production/_109148663_salwa_eid_nasser_300.jpg,sport,Nigeria,2019,"448,12",2229.854,"76,86945703","0,635",,50,"0,539"
127,ye6,Rana El Kaliouby,41.0,@kaliouby,@Affectiva #EmotionAI #Artificialintelligence #fintech  #IA #bigdata,AI pioneer,"Rana el Kaliouby is a pioneer of artificial emotional intelligence, or Emotion AI. Her start-up Affectiva has developed software that can understand emotions by analysing facial expressions through a camera.",https://c.files.bbci.co.uk/7606/production/_109141203_rana_el_kaliouby_300.jpg,knowledge,Egypt,2019,"302,335",3043.64,"25,93789456","0,629",,25,"0,707"
128,3Kg,Maria Fernanda Espinosa,55.0,@mfespinosaEC,@WHO #IWD2021 ,UN General Assembly,"When Maria Fernanda Espinosa became president of the UN General Assembly, she became only the fourth woman to hold the position in the body's history - and the first from Latin America and the Caribbean.",https://c.files.bbci.co.uk/DB31/production/_109131165_maria_espinosa_300.jpg,leadership,Ecuador,2019,"107,436",6221.667,"68,37278039","0,729",,25,"0,759"
129,Mkk,Lucinda Evans,47.0,@Sunbird_Khoisan,@BBCWorld #InternationalWomensDay #WomensDay,Women's rights activist ,"As South Africa faces rising rates of murder and rape against women and girls, Lucinda has emerged as a voice for women. She leads nationwide marches, rallying thousands of women in the streets of Cape Town, challenging government to translate policy into action.",https://c.files.bbci.co.uk/B421/production/_109131164_lucinda_evans_300.jpg,identity,South Africa,2019,"351,354",5977.954,"78,83942599","0,78",,25,"0,709"
130,FTH,Sister Gerard Fernandez,81.0,,#Sister #PrisonMinistry #religiouslife #compassion #BBC #Singapore,Roman Catholic nun,"Sister Gerard is a Roman Catholic nun in Singapore, who worked for three decades as a death row counsellor.",https://c.files.bbci.co.uk/10241/production/_109131166_sister_gerard_fernandez_300.jpg,leadership,Singapore,2019,"372,066",65233.88,"79,05759389","0,724",,50,"0,938"
131,aJc,Bethany Firth,23.0,@BethanyFirth2,,Paralympic swimmer,"Overcoming a fear of water after falling into an adult pool as a toddler, Bethany Firth burst onto the swimming scene at the London 2012 Paralympics. Bethany, who has learning disabilities, is now a four-time Paralympic gold medallist and multiple world record holder, and was Britain's most decorated athlete at the Rio 2016 Paralympics.",https://c.files.bbci.co.uk/13596/production/_109145297_bethany_firth_300.jpg,sport,United Kingdom of Great Britain and Northern Ireland (the),2019,"2830,764",42378.606,"85,37624834","0,767","21,7",0,"0,932"
132,vVT,Owl Fisher,28.0,@UglaStefania,#LGBTQIA #SexNotGender,Transgender activist ,"Owl - aka Ugla Stefanía Kristjönudóttir Jónsdóttir - is a journalist, writer and trans campaigner. They are the co-director of My Genderation, a film project focusing on trans lives and trans experiences.",https://c.files.bbci.co.uk/12951/production/_109131167_owl_fisher_300.jpg,identity,Iceland,2019,"24,224",67857.184,"89,45088673","0,877",40,0,"0,949"
