,id,name,age,username_twitter,hashtag,job,description,image,category,country,year,gdp,gdp_pro_capita,labour_percentage,gender_gap,percentuale_ministre,percentuale_parlamentari,hdi
39,3RA,Nawal el-Sadaawi,85.0,'',#elsaddaawi,Writer,"A world-renowned author of more than 40 books, and a passionate advocate of women's rights in her homeland, her books have been highly influential for Egyptian women. Her controversial work Women and Sex, which was banned in Egypt for nearly two decades, raised awareness of female sexuality and female genital mutilation. Nawal features in our 'Vintage ladies' strand.",,,Egypt,2015,"332,075",3731.177,"30,61085613","0,599",,,"0,691"
40,4bG,Elissa Freiha,25.0,@freihahaha,#Elissa_Freiha,Entrepreneur,Elissa is the co-founder of WOMENA which aims to empower women to invest in tech start-ups based in the Middle East. She was recently named as one of Forbes' Middle East's Inspiring Business Leaders of the UAE. Elissa appears in our '30 under 30' strand.,,,United Arab Emirates (the),2015,"358,135",37380.571,"53,44955028","0,646",,,"0,859"
41,3G6,Misraa Jimaa,'','','',Health extension worker,"Misraa received a year's training in preventative health care and now works in a local community. She helps educate local people about health issues, family planning, vaccinations and nutrition, and works particularly with mothers and young children. Misraa features in our coverage focusing on nursing across the world.",,,Ethiopia,2015,"63,081",702.767,"84,22563969","0,64",,,"0,462"
42,SiD,Xyza Bacani,28.0,@XyzaCruzBacani,'',Photographer,"Having worked as a domestic worker in Hong Kong for almost a decade, Xyza tells the stories of the victims of human rights violations through photography. She is one of the Magnum Foundation Human Rights Fellows 2015 and is currently based in New York.",,,Philippines (the),2015,"306,446",3039.234,"65,46179179","0,79",,,"0,701"
43,6eJ,Elsa Prieto,27.0,'',@pilipop #30under30,Entrepreneur,"Technical director and co-founder of Pili Pop, a language learning app for children focused on oral skills and total immersion. Pili Pop English has been downloaded more than 500,000 times and the company has just released Pili Pop Español for learning Spanish. Elsa appears in our '30 under 30' strand.",,,France,2015,"2439,436",37937.861,"83,71249408","0,761",50,"26,2","0,895"
44,yyz,Meryl Benitah,26.0,@MerylBENITAH,@La_BQC,Entrepreneur,"Meryl set up La Boite Qui Cartonne, a decluttering service, after studying at the Sorbonne. The company delivers boxes to be packed by the customer which are then taken away and stored, to be re-delivered at any time. Meryl features in our '30 under 30' strand.",,,France,2015,"2439,436",37937.861,"83,71249408","0,761",50,"26,2","0,895"
45,E44,Aissa Edon,33.0,'',#aïssaedon #AissaEdon #100women,Midwife,"Aissa is a midwife who specialises in dealing with female genital mutilation (FGM). Born in Mali but raised in France, she was subjected to FGM as a child. She currently works in London helping women who may have problems during pregnancy and giving birth as a result of FGM. Aissa features in our coverage focusing on nursing across the world.",,,France,2015,"2439,436",37937.861,"83,71249408","0,761",50,"26,2","0,895"
46,PEx,Fatou Bensouda,54.0,'',#FatouBensouda ,"Chief Prosecutor, ICC","The chief prosecutor of the International Criminal Court (ICC) in the Hague, she is the first African to hold a top post at the ICC. She previously served as a civil servant in the Gambian government, and is the recipient of many awards for her work in criminal law. Fatou features in our '100 Women interviews' strand.",,,Gambia (the),2015,"1,355",649.511,"74,61697639","0,674",,,"0,471"
47,P2B,Uta Frith,74.0,@utafrith,'',Psychologist,Uta is Emeritus Professor of Cognitive Development at University College London. She is best-known for her work on autism and dyslexia and is currently chairwoman of the Royal Society’s Diversity Committee.,,,Germany,2015,"3357,926",41107.222,"82,20877671","0,779","33,3","36,5","0,938"
48,32o,Jana Tepe,29.0,@JanaTepe,#GDWxBertelsmannStiftung,Entrepreneur,"Jana is founder and CEO of Tandemploy, a job-sharing platform. It is designed to allow people interested in job sharing to find their counterparts and get in touch with companies offering job sharing opportunities. Jana appears in our '30 under 30' strand.",,,Germany,2015,"3357,926",41107.222,"82,20877671","0,779","33,3","36,5","0,938"
49,Rhu,Ernestina Edem Appiah,38.0,'','',Social entrepreneur,"Ernestina (Tina) is the founder of the Ghana Code Club, which works to equip Ghanaian children between the ages of 8 and 14 years with coding skills. She wants to launch Ghana Code Club in most, if not all, basic schools in Ghana.",,,Ghana,2015,"48,595",1753.851,"87,64835651","0,704",,,"0,59"
50,CzF,Sara Jane Ho,29.0,@sarajaneho,#Businesswoman,Entrepreneur,"Sara Jane founded Institute Sarita which runs two etiquette schools in China teaching the importance of manners and etiquette in Chinese culture, especially in the business world. She plans to expand her brand into a lifestyle network. Sara Jane features in our '30 under 30' strand.",,,Hong Kong,2015,"309,386",42325.352,"79,20315691",,,,"0,93"
51,vBN,Michelle Sun,28.0,@michellelsun,'',Entrepreneur,"After a stint in Silicon Valley, Michelle returned home to Hong Kong to found First Code Academy which introduces coding and computer programming into schools. The academy also provides courses on computer literacy for young children. Michelle features in our '30 under 30' strand.",,,Hong Kong,2015,"309,386",42325.352,"79,20315691",,,,"0,93"
52,vhF,Asha Bhosle,82.0,@ashabhosle,'',Singer,"A singing legend who started working in Bollywood in 1943, Asha features in the Guinness Book of Records as the most recorded artist in music history. As a playback singer, she has recorded songs to be mimed in 1,000 films by hundreds of actresses.",,,India,2015,"2103,588",1605.605,"27,91085052","0,664",,,"0,624"
53,4Cf,Kamini Kaushal,88.0,'',#KaminiKaushal,Former Bollywood actress,"The Vivienne Leigh of her generation in Bollywood, Kamini has acted in more than 100 films. She was the leading actress in Neecha Nagar which won best film in Cannes in 1946 - the first Indian film to do so. Kamini features in our 'Vintage ladies' strand.",,,India,2015,"2103,588",1605.605,"27,91085052","0,664",,,"0,624"
54,FuQ,Rimppi Kumari,32.0,'',#100women,Farmer,"Rimppi Kumari is a farmer who, along with her sister Karamjit, took over a 32-acre farm in Rajasthan after their father died. She is the boss, while her older brother, who is married with children, takes a back seat role.",,,India,2015,"2103,588",1605.605,"27,91085052","0,664",,,"0,624"
55,6cN,Sania Mirza,28.0,@MirzaSania,#Tennis #saniamirza,Tennis player,Sania is currently ranked the world's women's doubles number one. She is one of India's most successful tennis players and in 2015 was both the Wimbledon and US Open women's doubles champion. Sania features in our '100 Women interviews' strand.,,,India,2015,"2103,588",1605.605,"27,91085052","0,664",,,"0,624"
56,3Tz,Smriti Nagpal,25.0,@smriti_nagpal,#IndiaForWomen,Entrepreneur,"Smriti was inspired by her work as a sign language interpreter in India, which has the largest deaf population in the world, to set up Atulyakala. The organisation sells products like bags, mugs, wallets and journals by deaf designers. Smriti features in our '30 under 30' strand.",,,India,2015,"2103,588",1605.605,"27,91085052","0,664",,,"0,624"
57,8wE,Mumtaz Shaikh,33.0,'',#GivingTuesdayIndia,Campaigner,"After decades of women being charged to use urinals in India, despite the fact they are free for men, she succeeded in providing free facilities for women through the Right to Pee network. She ensured 96 toilets were free for women to use in Mumbai and made the government set aside 50 million rupees ($770) to build female-only urinals around the city.",,,India,2015,"2103,588",1605.605,"27,91085052","0,664",,,"0,624"
58,3JS,Kanika Tekriwal,27.0,'',#kanikatekriwal @jetsetgoin #aviation,Entrepreneur,"After being diagnosed with cancer in her early 20s, Kanika was determined to make her mark. She established India’s first and only marketplace for private jet and helicopter charters. Kanika features in our '30 under 30' strand.",,,India,2015,"2103,588",1605.605,"27,91085052","0,664",,,"0,624"
59,dEt,Niloufar Ardalan,30.0,'',#NiloufarArdalan,Footballer,"Niloufar is the captain of Iran's women’s football team. Known locally as Lady Goal, she became a somewhat reluctant feminist icon after her husband refused to allow her to travel abroad for a tournament.",,,Iran (Islamic Republic of),2015,"375,404",4723.476,"21,21429614","0,58",,,"0,774"
60,3CS,Masoumeh Ataei,31.0,'',#MasoumehAtaei #AcidVictim,Acid attack survivor,"Blinded and scarred for life after suffering an acid attack at the hands of her ex father-in-law, she then fought for custody of her young son, which was to have been awarded to the family who blinded her. She eventually won her battle and now campaigns on the issue of acid attacks.",,,Iran (Islamic Republic of),2015,"375,404",4723.476,"21,21429614","0,58",,,"0,774"
61,3rL,Monir Farmanfarmaian,91.0,'',#womensart #IranianWomen,Artist,"Monir is a contemporary artist who has been making intricate geometric sculptures and works on paper for the last 40 years. She spent 26 years in exile in the US as a result of the 1970s Islamic Revolution, returning to Tehran in 2004.",,,Iran (Islamic Republic of),2015,"375,404",4723.476,"21,21429614","0,58",,,"0,774"
62,3Qs,Nareen Shammo,28.0,@NareenShammo,#EMAGA2019,Activist/journalist,"Nareen has dedicated herself to trying to free Yazidi slave women captured by so-called Islamic State militants. The former journalist has saved hundreds of women of the Yazidi population - an ethno-religious group - who were raped, sold on slavery markets and forced to convert to Islam.",,,Iraq,2015,"177,722",5047.118,"19,0895551",,,,"0,649"
63,AhL,Rivka Carmi,67.0,'',#WomenInStem #Israel,Geneticist,"Professor Rivka Carmi is president of Ben-Gurion University of the Negev, the first female president of an Israeli research university. A world-renowned geneticist and a pediatrician by training, she began the study of genetic diseases in the Bedouin community, which has led to a drastic reduction in infant mortality rates.",,,Israel,2015,"300,123",35828.169,"84,86548679","0,712","18,2","26,7","0,91"
64,DJ7,Louise Schwartz,87.0,'','',Former showgirl,"Louise is a former bar owner who partied with her next door neighbour Hugh Hefner and ran a popular bar in the 1980s open to both gay and straight patrons - unusual for that time in Jamaica. Now in her late 80s, she struggles to make ends meet but still refuses to call it a night. Louise features in our 'Vintage ladies' strand.",,,Jamaica,2015,"14,153",5193.26,"80,18736181","0,703",,,"0,731"
65,3X3,Linda Kwamboka,27.0,@kwambokalinda,#globalag #agripreneurship,Entrepreneur,"Linda co-founded MFarm Ltd which aims to empower farmers both in Kenya and around the globe. The company provides farmers with a transparency tool which gives them up-to-date market information, aggregates farmers' needs and orders, and connects them so they can sell collectively. Linda appears in our '30 under 30' strand.",,,Kenya,2015,"64,235",1483.484,"91,0443891","0,719",,,"0,587"
